sku,woo_id,image_url,name
P273679,54128,https://res.cloudinary.com/vuecawyf/image/upload/v1783983238/P273679.jpg,Christmas Happy Face Sherpa Slipper Mix Size - 12/pk 4bx/cs cs.48
P257123,54850,https://res.cloudinary.com/vuecawyf/image/upload/v1783983204/P257123.png,Safari Friends Animal Pen - 36/pk 18bx/cs cs.18bx
F286505,54623,https://res.cloudinary.com/vuecawyf/image/upload/F286505,Clear White Gift Bag - 12/pk 15bx/cs cs.180
B325070,54227,https://res.cloudinary.com/vuecawyf/image/upload/B325070,Cute Round Purse w/ Bowtie - 12/pk 5bx/cs cs.60
F287849,54554,https://res.cloudinary.com/vuecawyf/image/upload/F287849,"Woven Rattan Flower Pot, Assorted Colors - 6/pk 6bx/cs cs.36"
F286749,54587,https://res.cloudinary.com/vuecawyf/image/upload/F286749,Clear Bag w/ Open Heart Design 35cm - 12/pk 10bx/cs cs.120
F284020,54718,https://res.cloudinary.com/vuecawyf/image/upload/F284020,Solid Purple Flower Lei - 12/pk 25bx/cs cs.288
F287875,54754,https://res.cloudinary.com/vuecawyf/image/upload/F287875,"Blush Pink Ribbon 1"" (40yd) - 12/pk 10bx/cs cs.120"
S162725,55011,https://res.cloudinary.com/vuecawyf/image/upload/v1783983278/S162725.png,Popping Squish Ball W/ Lights - 12/pk 24bx/cs cs.288
T641516,54666,https://res.cloudinary.com/vuecawyf/image/upload/v1783983301/T641516.png,Rainbow Slug Keychain - 12/pk 50bx/cs cs.50pk
B325027,54238,https://res.cloudinary.com/vuecawyf/image/upload/B325027,Fuzzy Sleeping Unicorn Purse W/ Strap - 12/pk 20bx/cs cs.240
F285346,54709,https://res.cloudinary.com/vuecawyf/image/upload/F285346,Metallic Pink Leis - 12/pk 25bx/cs cs.300
C801005,54294,https://res.cloudinary.com/vuecawyf/image/upload/C801005,LED Makeup Mirror - 1/pk 40bx/cs cs.40
F284122,54714,https://res.cloudinary.com/vuecawyf/image/upload/F284122,Solid Green Flower Lei - 12/pk 25bx/cs cs.300
F286610,54527,https://res.cloudinary.com/vuecawyf/image/upload/F286610,Four Colored Light Up Soap Rose Bouquet in Display Box - 1/pk 32bx/cs cs.32
P273692,54192,https://res.cloudinary.com/vuecawyf/image/upload/v1783983242/P273692.jpg,Teddy Bear Sherpa Slippers 36cm-41cm - 12/pk 4bx/cs cs.48
C801015,54291,https://res.cloudinary.com/vuecawyf/image/upload/C801015,Fruity Wristlet Cosmetic Bag - 12/pk 10bx/cs cs.120
F286376,54717,https://res.cloudinary.com/vuecawyf/image/upload/F286376,Solid Pink Leis - 12/pk 25bx/cs cs.300
F287789,54457,https://res.cloudinary.com/vuecawyf/image/upload/F287789,3-in-1 Sets of Silver Floral Tin Basket - 1/pk 24bx/cs cs.24
F286629,54712,https://res.cloudinary.com/vuecawyf/image/upload/F286629,Royal Blue Metallic Flower Lei - 12/pk 25bx/cs cs.300
F286801,54320,https://res.cloudinary.com/vuecawyf/image/upload/F286801,"10"" Gold Gift Bow - 20/pk 100bx/cs cs.100"
F286667,54532,https://res.cloudinary.com/vuecawyf/image/upload/F286667,Mixed Rose W/ Lights - 12/pk 20bx/cs cs.240
F287851,54517,https://res.cloudinary.com/vuecawyf/image/upload/F287851,"Woven Rattan Flower Pot, Natural Color With White Band - 6/pk 6bx/cs cs.36"
F286802,54323,https://res.cloudinary.com/vuecawyf/image/upload/F286802,"10"" Royal Blue Gift Bow - 20/pk 100bx/cs cs.100"
F286797,54319,https://res.cloudinary.com/vuecawyf/image/upload/F286797,"10"" Fuchsia Gift Bow - 20/pk 100bx/cs cs.100"
P257125,54862,https://res.cloudinary.com/vuecawyf/image/upload/v1783983205/P257125.png,Standing Baby Dinosaur Pen - 24/pk 18bx/cs cs.432
H424261,54162,https://res.cloudinary.com/vuecawyf/image/upload/H424261,Metallic Cowgirl Hats Pink & White w/ Lights - 12/pk 5bx/cs cs.60
K229478,54645,https://res.cloudinary.com/vuecawyf/image/upload/v1783983196/K229478.jpg,Coin Purse Keychain - 12/pk 20bx/cs cs.240
T641716,55062,https://res.cloudinary.com/vuecawyf/image/upload/v1783983316/T641716.jpg,XR009) (Unicorn Styled Coin Box - 12/pk 5bx/cs cs.60
T641527,54978,https://res.cloudinary.com/vuecawyf/image/upload/v1783983303/T641527.png,Mixed Animal Bubble Camera - 1/pk 30bx/cs cs.30
T641585,54385,https://res.cloudinary.com/vuecawyf/image/upload/v1783983306/T641585.png,Bamboo Stegosaurus Single Plate - 12/pk 4bx/cs cs.48
T637522,54944,https://res.cloudinary.com/vuecawyf/image/upload/v1783983286/T637522.png,Donkey Bounce Toy w/ Lights and Music - 1/pk 12bx/cs cs.12
K229480,54642,https://res.cloudinary.com/vuecawyf/image/upload/v1783983197/K229480.jpg,Bedazzled Phone Hanger/Holder Keychain - 12/pk 20bx/cs cs.240
P257161,54822,https://res.cloudinary.com/vuecawyf/image/upload/v1783983206/P257161.jpg,Globe Shaped Pen w/ Rhinestone - 48/pk 18bx/cs cs.18bx
P258418,54825,https://res.cloudinary.com/vuecawyf/image/upload/v1783983231/P258418.png,Ice Cream Cute Eraser - 12/pk 24bx/cs cs.288
P257190,54790,https://res.cloudinary.com/vuecawyf/image/upload/v1783983212/P257190.jpg,Astroanut Shaped Pencil Sharpener - 16/pk 36bx/cs cs.36bx
P257214,54848,https://res.cloudinary.com/vuecawyf/image/upload/v1783983214/P257214.png,Rounded Animal Multicolor Pen - 36/pk 18bx/cs cs.18bx
K229488,54662,https://res.cloudinary.com/vuecawyf/image/upload/v1783983199/K229488.jpg,Pom Pom Ball Keychain - 12/pk 25bx/cs cs.300
T641817,54767,https://res.cloudinary.com/vuecawyf/image/upload/v1783983324/T641817.jpg,Christmas Projector - 12/pk 4bx/cs cs.48
P257170,54840,https://res.cloudinary.com/vuecawyf/image/upload/v1783983207/P257170.png,Pencil W/ Fruit Eraser - 16/pk 20bx/cs cs.320
S146905,54992,https://res.cloudinary.com/vuecawyf/image/upload/v1783983271/S146905.png,"Monkey Puffer Squishy W/ Lights 8"" - 12/pk 12bx/cs cs.144"
B325068,54267,https://res.cloudinary.com/vuecawyf/image/upload/B325068,Small Carry Purse W/ pearl Strap - 1/pk 100bx/cs cs.100
P257177,54853,https://res.cloudinary.com/vuecawyf/image/upload/v1783983209/P257177.png,Sea Shell Pen - 48/pk 18bx/cs cs.18bx
T641669,54932,https://res.cloudinary.com/vuecawyf/image/upload/v1783983310/T641669.png,Dinosaur Egg Toy - 12/pk 18bx/cs cs.216
T641137,55055,https://res.cloudinary.com/vuecawyf/image/upload/v1783983290/T641137.jpg,Wacky Track 600pc/50dz/cs - 12/pk 50bx/cs cs.50pk
P257280,54869,https://res.cloudinary.com/vuecawyf/image/upload/v1783983230/P257280.jpg,Zoo Animal Gel Pen (36ea/bx) - 36/pk 18bx/cs cs.18bx
T640819,54422,https://res.cloudinary.com/vuecawyf/image/upload/v1783983287/T640819.png,Monkey Bamboo Dinnerware 5 Piece Set - 1/pk 20bx/cs cs.20set
P273658,54639,https://res.cloudinary.com/vuecawyf/image/upload/v1783983236/P273658.png,"Axolotl Keychain 4"" - 12/pk 50bx/cs cs.50pk"
T641593,54386,https://res.cloudinary.com/vuecawyf/image/upload/v1783983307/T641593.png,Bamboo Whale Single Plate - 12/pk 4bx/cs cs.48
T641495,54431,https://res.cloudinary.com/vuecawyf/image/upload/v1783983301/T641495.png,Safari Bamboo Dinnerware 5 Piece Set - 1/pk 20bx/cs cs.20set
PF20200931-PK,54739,https://res.cloudinary.com/vuecawyf/image/upload/v1783983264/PF20200931-PK.jpg,Pink Floral Paper W/ Gold Trim - 20/pk 60bx/cs cs.60
T641165,54178,https://res.cloudinary.com/vuecawyf/image/upload/v1783983292/T641165.jpg,Silicone Decorative Charms - 60/pk 20bx/cs cs.20
